code_insee,nom_commune,code_postal,code_departement,nom_departement,code_region,nom_region,zone,population_commune,nb_codes_postaux,population_attribuee
26228,Pennes-le-Sec,26340,26,Drôme,84,Auvergne-Rhône-Alpes,metro,21,1,21
26229,La Penne-sur-l'Ouvèze,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,82,1,82
26231,Peyrins,26380,26,Drôme,84,Auvergne-Rhône-Alpes,metro,2613,1,2613
26232,Peyrus,26120,26,Drôme,84,Auvergne-Rhône-Alpes,metro,576,1,576
26233,Piégon,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,240,1,240
26234,Piégros-la-Clastre,26400,26,Drôme,84,Auvergne-Rhône-Alpes,metro,882,1,882
26235,Pierrelatte,26700,26,Drôme,84,Auvergne-Rhône-Alpes,metro,13756,1,13756
26236,Pierrelongue,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,231,1,231
26238,Les Pilles,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,217,1,217
26239,Plaisians,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,209,1,209
26240,Plan-de-Baix,26400,26,Drôme,84,Auvergne-Rhône-Alpes,metro,162,1,162
26241,Le Poët-Célard,26460,26,Drôme,84,Auvergne-Rhône-Alpes,metro,148,1,148
26242,Le Poët-en-Percip,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,25,1,25
26243,Le Poët-Laval,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,954,1,954
26244,Le Poët-Sigillat,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,114,1,114
26245,Pommerol,26470,26,Drôme,84,Auvergne-Rhône-Alpes,metro,10,1,10
26246,Ponet-et-Saint-Auban,26150,26,Drôme,84,Auvergne-Rhône-Alpes,metro,141,1,141
26247,Ponsas,26240,26,Drôme,84,Auvergne-Rhône-Alpes,metro,523,1,523
26248,Pontaix,26150,26,Drôme,84,Auvergne-Rhône-Alpes,metro,181,1,181
26249,Pont-de-Barret,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,657,1,657
26250,Pont-de-l'Isère,26600,26,Drôme,84,Auvergne-Rhône-Alpes,metro,3681,1,3681
26251,Portes-en-Valdaine,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,459,1,459
26252,Portes-lès-Valence,26800,26,Drôme,84,Auvergne-Rhône-Alpes,metro,10477,1,10477
26253,Poyols,26310,26,Drôme,84,Auvergne-Rhône-Alpes,metro,98,1,98
26254,Pradelle,26340,26,Drôme,84,Auvergne-Rhône-Alpes,metro,26,1,26
26255,Les Prés,26310,26,Drôme,84,Auvergne-Rhône-Alpes,metro,31,1,31
26256,Propiac,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,131,1,131
26257,Puygiron,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,431,1,431
26258,Puy-Saint-Martin,26450,26,Drôme,84,Auvergne-Rhône-Alpes,metro,827,1,827
26259,Ratières,26330,26,Drôme,84,Auvergne-Rhône-Alpes,metro,275,1,275
26261,Réauville,26230,26,Drôme,84,Auvergne-Rhône-Alpes,metro,389,1,389
26262,Recoubeau-Jansac,26310,26,Drôme,84,Auvergne-Rhône-Alpes,metro,330,1,330
26263,Reilhanette,26570,26,Drôme,84,Auvergne-Rhône-Alpes,metro,107,1,107
26264,Rémuzat,26510,26,Drôme,84,Auvergne-Rhône-Alpes,metro,318,1,318
26266,Rimon-et-Savel,26340,26,Drôme,84,Auvergne-Rhône-Alpes,metro,22,1,22
26267,Rioms,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,26,1,26
26268,Rochebaudin,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,118,1,118
26269,Rochebrune,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,49,1,49
26270,Rochechinard,26190,26,Drôme,84,Auvergne-Rhône-Alpes,metro,131,1,131
26271,La Roche-de-Glun,26600,26,Drôme,84,Auvergne-Rhône-Alpes,metro,3569,1,3569
26272,Rochefort-en-Valdaine,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,353,1,353
26273,Rochefort-Samson,26300,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1084,1,1084
26274,Rochefourchat,26340,26,Drôme,84,Auvergne-Rhône-Alpes,metro,2,1,2
26275,Rochegude,26790,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1678,1,1678
26276,Roche-Saint-Secret-Béconne,26770,26,Drôme,84,Auvergne-Rhône-Alpes,metro,482,1,482
26277,La Roche-sur-Grane,26400,26,Drôme,84,Auvergne-Rhône-Alpes,metro,189,1,189
26278,La Roche-sur-le-Buis,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,281,1,281
26279,La Rochette-du-Buis,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,56,1,56
26281,Romans-sur-Isère,26100,26,Drôme,84,Auvergne-Rhône-Alpes,metro,33464,1,33464
26282,Romeyer,26150,26,Drôme,84,Auvergne-Rhône-Alpes,metro,233,1,233
26283,Rottier,26470,26,Drôme,84,Auvergne-Rhône-Alpes,metro,25,1,25
26284,Roussas,26230,26,Drôme,84,Auvergne-Rhône-Alpes,metro,409,1,409
26285,Rousset-les-Vignes,26770,26,Drôme,84,Auvergne-Rhône-Alpes,metro,271,1,271
26286,Roussieux,26510,26,Drôme,84,Auvergne-Rhône-Alpes,metro,24,1,24
26287,Roynac,26450,26,Drôme,84,Auvergne-Rhône-Alpes,metro,477,1,477
26288,Sahune,26510,26,Drôme,84,Auvergne-Rhône-Alpes,metro,301,1,301
26289,Saillans,26340,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1460,1,1460
26290,Saint-Agnan-en-Vercors,26420,26,Drôme,84,Auvergne-Rhône-Alpes,metro,384,1,384
26291,Saint-Andéol,26150,26,Drôme,84,Auvergne-Rhône-Alpes,metro,82,1,82
26292,Saint-Auban-sur-l'Ouvèze,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,195,1,195
26293,Saint-Avit,26330,26,Drôme,84,Auvergne-Rhône-Alpes,metro,317,1,317
26294,Saint-Bardoux,26260,26,Drôme,84,Auvergne-Rhône-Alpes,metro,599,1,599
26295,Saint-Barthélemy-de-Vals,26240,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1895,1,1895
26296,Saint-Benoit-en-Diois,26340,26,Drôme,84,Auvergne-Rhône-Alpes,metro,31,1,31
26298,Saint-Christophe-et-le-Laris,26350,26,Drôme,84,Auvergne-Rhône-Alpes,metro,424,1,424
26299,Sainte-Croix,26150,26,Drôme,84,Auvergne-Rhône-Alpes,metro,104,1,104
26300,Saint-Dizier-en-Diois,26310,26,Drôme,84,Auvergne-Rhône-Alpes,metro,45,1,45
26301,Saint-Donat-sur-l'Herbasse,26260,26,Drôme,84,Auvergne-Rhône-Alpes,metro,4193,1,4193
26302,Sainte-Eulalie-en-Royans,26190,26,Drôme,84,Auvergne-Rhône-Alpes,metro,538,1,538
26303,Sainte-Euphémie-sur-Ouvèze,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,71,1,71
26304,Saint-Ferréol-Trente-Pas,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,218,1,218
26305,Saint-Gervais-sur-Roubion,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1091,1,1091
26306,Sainte-Jalle,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,330,1,330
26307,Saint-Jean-en-Royans,26190,26,Drôme,84,Auvergne-Rhône-Alpes,metro,2874,1,2874
26308,Saint-Julien-en-Quint,26150,26,Drôme,84,Auvergne-Rhône-Alpes,metro,171,1,171
26309,Saint-Julien-en-Vercors,26420,26,Drôme,84,Auvergne-Rhône-Alpes,metro,264,1,264
26310,Saint-Laurent-d'Onay,26350,26,Drôme,84,Auvergne-Rhône-Alpes,metro,158,1,158
26311,Saint-Laurent-en-Royans,26190,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1377,1,1377
26312,Saint-Marcel-lès-Sauzet,26740,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1228,1,1228
26313,Saint-Marcel-lès-Valence,26320,26,Drôme,84,Auvergne-Rhône-Alpes,metro,6176,1,6176
26314,Saint-Martin-d'Août,26330,26,Drôme,84,Auvergne-Rhône-Alpes,metro,393,1,393
26315,Saint-Martin-en-Vercors,26420,26,Drôme,84,Auvergne-Rhône-Alpes,metro,437,1,437
26316,Saint-Martin-le-Colonel,26190,26,Drôme,84,Auvergne-Rhône-Alpes,metro,224,1,224
26317,Saint-Maurice-sur-Eygues,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,787,1,787
26318,Saint-May,26510,26,Drôme,84,Auvergne-Rhône-Alpes,metro,32,1,32
26319,Saint-Michel-sur-Savasse,26750,26,Drôme,84,Auvergne-Rhône-Alpes,metro,579,1,579
26320,Saint-Nazaire-en-Royans,26190,26,Drôme,84,Auvergne-Rhône-Alpes,metro,826,1,826
26321,Saint-Nazaire-le-Désert,26340,26,Drôme,84,Auvergne-Rhône-Alpes,metro,206,1,206
26322,Saint-Pantaléon-les-Vignes,26770,26,Drôme,84,Auvergne-Rhône-Alpes,metro,393,1,393
26323,Saint-Paul-lès-Romans,26750,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1916,1,1916
26324,Saint-Paul-Trois-Châteaux,26130,26,Drôme,84,Auvergne-Rhône-Alpes,metro,8981,1,8981
26325,Saint-Rambert-d'Albon,26140,26,Drôme,84,Auvergne-Rhône-Alpes,metro,7001,1,7001
26326,Saint-Restitut,26130,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1432,1,1432
26327,Saint-Roman,26410,26,Drôme,84,Auvergne-Rhône-Alpes,metro,235,1,235
26328,Saint-Sauveur-en-Diois,26340,26,Drôme,84,Auvergne-Rhône-Alpes,metro,55,1,55
26329,Saint-Sauveur-Gouvernet,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,188,1,188
26330,Saint-Sorlin-en-Valloire,26210,26,Drôme,84,Auvergne-Rhône-Alpes,metro,2251,1,2251
26331,Saint-Thomas-en-Royans,26190,26,Drôme,84,Auvergne-Rhône-Alpes,metro,569,1,569
26332,Saint-Uze,26240,26,Drôme,84,Auvergne-Rhône-Alpes,metro,2139,1,2139
26333,Saint-Vallier,26240,26,Drôme,84,Auvergne-Rhône-Alpes,metro,4027,1,4027
26334,Salettes,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,148,1,148
26335,Salles-sous-Bois,26770,26,Drôme,84,Auvergne-Rhône-Alpes,metro,222,1,222
26336,Saou,26400,26,Drôme,84,Auvergne-Rhône-Alpes,metro,590,1,590
26337,Saulce-sur-Rhône,26270,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1892,1,1892
26338,Sauzet,26740,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1882,1,1882
26339,Savasse,26740,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1631,1,1631
26340,Séderon,26560,26,Drôme,84,Auvergne-Rhône-Alpes,metro,237,1,237
26341,Serves-sur-Rhône,26600,26,Drôme,84,Auvergne-Rhône-Alpes,metro,782,1,782
26342,Solérieux,26130,26,Drôme,84,Auvergne-Rhône-Alpes,metro,328,1,328
26343,Souspierre,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,108,1,108
26344,Soyans,26400,26,Drôme,84,Auvergne-Rhône-Alpes,metro,405,1,405
26345,Suze-la-Rousse,26790,26,Drôme,84,Auvergne-Rhône-Alpes,metro,2077,1,2077
26346,Suze,26400,26,Drôme,84,Auvergne-Rhône-Alpes,metro,245,1,245
26347,Tain-l'Hermitage,26600,26,Drôme,84,Auvergne-Rhône-Alpes,metro,5915,1,5915
26348,Taulignan,26770,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1627,1,1627
26349,Tersanne,26390,26,Drôme,84,Auvergne-Rhône-Alpes,metro,353,1,353
26350,Teyssières,26220,26,Drôme,84,Auvergne-Rhône-Alpes,metro,66,1,66
26351,Les Tonils,26460,26,Drôme,84,Auvergne-Rhône-Alpes,metro,16,1,16
26352,La Touche,26160,26,Drôme,84,Auvergne-Rhône-Alpes,metro,260,1,260
26353,Les Tourrettes,26740,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1087,1,1087
26355,Triors,26750,26,Drôme,84,Auvergne-Rhône-Alpes,metro,633,1,633
26356,Truinas,26460,26,Drôme,84,Auvergne-Rhône-Alpes,metro,145,1,145
26357,Tulette,26790,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1994,1,1994
26358,Upie,26120,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1556,1,1556
26359,Vachères-en-Quint,26150,26,Drôme,84,Auvergne-Rhône-Alpes,metro,38,1,38
26360,Valaurie,26230,26,Drôme,84,Auvergne-Rhône-Alpes,metro,732,1,732
26361,Valdrôme,26310,26,Drôme,84,Auvergne-Rhône-Alpes,metro,133,1,133
26362,Valence,26000,26,Drôme,84,Auvergne-Rhône-Alpes,metro,64458,1,64458
26363,Valouse,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,41,1,41
26364,Vassieux-en-Vercors,26420,26,Drôme,84,Auvergne-Rhône-Alpes,metro,341,1,341
26365,Vaunaveys-la-Rochette,26400,26,Drôme,84,Auvergne-Rhône-Alpes,metro,625,1,625
26367,Venterol,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,625,1,625
26368,Vercheny,26340,26,Drôme,84,Auvergne-Rhône-Alpes,metro,443,1,443
26369,Verclause,26510,26,Drôme,84,Auvergne-Rhône-Alpes,metro,68,1,68
26370,Vercoiran,26170,26,Drôme,84,Auvergne-Rhône-Alpes,metro,130,1,130
26372,Vers-sur-Méouge,26560,26,Drôme,84,Auvergne-Rhône-Alpes,metro,42,1,42
26373,Vesc,26220,26,Drôme,84,Auvergne-Rhône-Alpes,metro,261,1,261
26374,Villebois-les-Pins,05700,26,Drôme,84,Auvergne-Rhône-Alpes,metro,22,1,22
26375,Villefranche-le-Château,26560,26,Drôme,84,Auvergne-Rhône-Alpes,metro,20,1,20
26376,Villeperdrix,26510,26,Drôme,84,Auvergne-Rhône-Alpes,metro,103,1,103
26377,Vinsobres,26110,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1034,1,1034
26378,Volvent,26470,26,Drôme,84,Auvergne-Rhône-Alpes,metro,37,1,37
26379,Granges-les-Beaumont,26600,26,Drôme,84,Auvergne-Rhône-Alpes,metro,949,1,949
26380,Gervans,26600,26,Drôme,84,Auvergne-Rhône-Alpes,metro,545,1,545
26381,Jaillans,26300,26,Drôme,84,Auvergne-Rhône-Alpes,metro,1009,1,1009
26382,Saint-Vincent-la-Commanderie,26300,26,Drôme,84,Auvergne-Rhône-Alpes,metro,636,1,636
27001,Aclou,27800,27,Eure,28,Normandie,metro,337,1,337
27002,Acon,27570,27,Eure,28,Normandie,metro,478,1,478
27003,Acquigny,27400,27,Eure,28,Normandie,metro,1733,1,1733
27004,Aigleville,27120,27,Eure,28,Normandie,metro,414,1,414
27005,Ailly,27600,27,Eure,28,Normandie,metro,1234,1,1234
27006,Aizier,27500,27,Eure,28,Normandie,metro,158,1,158
27008,Alizay,27460,27,Eure,28,Normandie,metro,1567,1,1567
27009,Ambenay,27250,27,Eure,28,Normandie,metro,544,1,544
27010,Amécourt,27140,27,Eure,28,Normandie,metro,172,1,172
27011,Amfreville-Saint-Amand,27370,27,Eure,28,Normandie,metro,1207,1,1207
27012,Amfreville-les-Champs,27380,27,Eure,28,Normandie,metro,449,1,449
27013,Amfreville-sous-les-Monts,27380,27,Eure,28,Normandie,metro,532,1,532
27014,Amfreville-sur-Iton,27400,27,Eure,28,Normandie,metro,887,1,887
27015,Andé,27430,27,Eure,28,Normandie,metro,1343,1,1343
27016,Les Andelys,27700,27,Eure,28,Normandie,metro,7706,1,7706
27017,Angerville-la-Campagne,27930,27,Eure,28,Normandie,metro,1433,1,1433
27018,Appeville-Annebault,27290,27,Eure,28,Normandie,metro,1004,1,1004
27019,Armentières-sur-Avre,27820,27,Eure,28,Normandie,metro,162,1,162
27020,Arnières-sur-Iton,27180,27,Eure,28,Normandie,metro,1643,1,1643
27021,Asnières,27260,27,Eure,28,Normandie,metro,335,1,335
27022,Le Val d'Hazey,27600,27,Eure,28,Normandie,metro,5111,2,2556
27022,Le Val d'Hazey,27940,27,Eure,28,Normandie,metro,5111,2,2556
27023,Aulnay-sur-Iton,27180,27,Eure,28,Normandie,metro,710,1,710
27025,Autheuil-Authouillet,27490,27,Eure,28,Normandie,metro,941,1,941
27026,Authevernes,27420,27,Eure,28,Normandie,metro,470,1,470
27027,Les Authieux,27220,27,Eure,28,Normandie,metro,294,1,294
27028,Authou,27290,27,Eure,28,Normandie,metro,331,1,331
27031,Aviron,27930,27,Eure,28,Normandie,metro,1096,1,1096
27032,Chambois,27240,27,Eure,28,Normandie,metro,1322,1,1322
27033,Bacquepuis,27930,27,Eure,28,Normandie,metro,307,1,307
27034,Bacqueville,27440,27,Eure,28,Normandie,metro,614,1,614
27035,Bailleul-la-Vallée,27260,27,Eure,28,Normandie,metro,96,1,96
27036,Bâlines,27130,27,Eure,28,Normandie,metro,545,1,545
27037,Barc,27170,27,Eure,28,Normandie,metro,1166,1,1166
27038,Les Barils,27130,27,Eure,28,Normandie,metro,270,1,270
27039,Barneville-sur-Seine,27310,27,Eure,28,Normandie,metro,545,1,545
27040,Barquet,27170,27,Eure,28,Normandie,metro,449,1,449
27042,Barville,27230,27,Eure,28,Normandie,metro,86,1,86
27043,Les Baux-de-Breteuil,27160,27,Eure,28,Normandie,metro,673,1,673
27044,Les Baux-Sainte-Croix,27180,27,Eure,28,Normandie,metro,871,1,871
27045,Bazincourt-sur-Epte,27140,27,Eure,28,Normandie,metro,778,1,778
27046,Bazoques,27230,27,Eure,28,Normandie,metro,141,1,141
27047,Beaubray,27190,27,Eure,28,Normandie,metro,335,1,335
27048,Beauficel-en-Lyons,27480,27,Eure,28,Normandie,metro,218,1,218
27049,Mesnil-en-Ouche,27270,27,Eure,28,Normandie,metro,4414,3,1471
27049,Mesnil-en-Ouche,27330,27,Eure,28,Normandie,metro,4414,3,1471
27049,Mesnil-en-Ouche,27410,27,Eure,28,Normandie,metro,4414,3,1471
27050,Beaumontel,27170,27,Eure,28,Normandie,metro,639,1,639
27051,Beaumont-le-Roger,27170,27,Eure,28,Normandie,metro,2769,1,2769
27052,Le Bec-Hellouin,27800,27,Eure,28,Normandie,metro,366,1,366
27053,Le Bec-Thomas,27370,27,Eure,28,Normandie,metro,196,1,196
27054,Bémécourt,27160,27,Eure,28,Normandie,metro,544,1,544
27055,Bérengeville-la-Campagne,27110,27,Eure,28,Normandie,metro,331,1,331
27056,Bernay,27300,27,Eure,28,Normandie,metro,9765,1,9765
27057,Bernienville,27180,27,Eure,28,Normandie,metro,298,1,298
27059,Bernouville,27660,27,Eure,28,Normandie,metro,321,1,321
27061,Berthouville,27800,27,Eure,28,Normandie,metro,330,1,330
27062,Les Monts du Roumois,27370,27,Eure,28,Normandie,metro,1639,2,820
27062,Les Monts du Roumois,27520,27,Eure,28,Normandie,metro,1639,2,820
27063,Berville-la-Campagne,27170,27,Eure,28,Normandie,metro,270,1,270
27064,Berville-sur-Mer,27210,27,Eure,28,Normandie,metro,664,1,664
27065,Beuzeville,27210,27,Eure,28,Normandie,metro,4704,1,4704
27066,Bézu-la-Forêt,27480,27,Eure,28,Normandie,metro,284,1,284
27067,Bézu-Saint-Éloi,27660,27,Eure,28,Normandie,metro,1626,1,1626
27068,Bois-Anzeray,27330,27,Eure,28,Normandie,metro,193,1,193
27069,Bois-Arnault,27250,27,Eure,28,Normandie,metro,704,1,704
27070,Frenelles-en-Vexin,27150,27,Eure,28,Normandie,metro,1686,2,843
27070,Frenelles-en-Vexin,27700,27,Eure,28,Normandie,metro,1686,2,843
27071,Le Bois-Hellain,27260,27,Eure,28,Normandie,metro,219,1,219
27072,Bois-Jérôme-Saint-Ouen,27620,27,Eure,28,Normandie,metro,741,1,741
27073,Bois-le-Roi,27220,27,Eure,28,Normandie,metro,1238,1,1238
27074,Boisney,27800,27,Eure,28,Normandie,metro,293,1,293
27075,Bois-Normand-près-Lyre,27330,27,Eure,28,Normandie,metro,369,1,369
27076,Boisset-les-Prévanches,27120,27,Eure,28,Normandie,metro,476,1,476
27077,Boissey-le-Châtel,27520,27,Eure,28,Normandie,metro,903,1,903
27078,La Boissière,27220,27,Eure,28,Normandie,metro,259,1,259
27079,Boissy-Lamberville,27300,27,Eure,28,Normandie,metro,385,1,385
27081,Boncourt,27120,27,Eure,28,Normandie,metro,190,1,190
27082,La Bonneville-sur-Iton,27190,27,Eure,28,Normandie,metro,2044,1,2044
27083,Bonneville-Aptot,27290,27,Eure,28,Normandie,metro,260,1,260
27085,Flancourt-Crescy-en-Roumois,27310,27,Eure,28,Normandie,metro,1612,1,1612
27089,Thénouville,27290,27,Eure,28,Normandie,metro,1014,2,507
27089,Thénouville,27520,27,Eure,28,Normandie,metro,1014,2,507
27090,Bosroumois,27670,27,Eure,28,Normandie,metro,3872,1,3872
27091,Bosgouet,27310,27,Eure,28,Normandie,metro,793,1,793
27094,Bosquentin,27480,27,Eure,28,Normandie,metro,129,1,129
27095,Bosrobert,27800,27,Eure,28,Normandie,metro,668,1,668
27096,Les Bottereaux,27250,27,Eure,28,Normandie,metro,351,1,351
27097,Bouafles,27700,27,Eure,28,Normandie,metro,628,1,628
27098,Bouchevilliers,27150,27,Eure,28,Normandie,metro,70,1,70
27099,Le Boulay-Morin,27930,27,Eure,28,Normandie,metro,814,1,814
27100,Boulleville,27210,27,Eure,28,Normandie,metro,1236,1,1236
27101,Bouquelon,27500,27,Eure,28,Normandie,metro,470,1,470
27102,Bouquetot,27310,27,Eure,28,Normandie,metro,1071,1,1071
27103,Bourg-Achard,27310,27,Eure,28,Normandie,metro,4026,1,4026
27104,Bourg-Beaudouin,27380,27,Eure,28,Normandie,metro,741,1,741
27105,Grand Bourgtheroulde,27520,27,Eure,28,Normandie,metro,3995,1,3995
27106,Bournainville-Faverolles,27230,27,Eure,28,Normandie,metro,481,1,481
27107,Bourneville-Sainte-Croix,27500,27,Eure,28,Normandie,metro,1252,1,1252
27108,Bourth,27580,27,Eure,28,Normandie,metro,1191,1,1191
27109,Bray,27170,27,Eure,28,Normandie,metro,398,1,398
27110,Brestot,27350,27,Eure,28,Normandie,metro,628,1,628
27111,Bretagnolles,27220,27,Eure,28,Normandie,metro,203,1,203
27112,Breteuil,27160,27,Eure,28,Normandie,metro,4282,1,4282
27113,Brétigny,27800,27,Eure,28,Normandie,metro,141,1,141
27114,Breuilpont,27640,27,Eure,28,Normandie,metro,1201,1,1201
27115,Breux-sur-Avre,27570,27,Eure,28,Normandie,metro,326,1,326
27116,Brionne,27800,27,Eure,28,Normandie,metro,4185,1,4185
27117,Broglie,27270,27,Eure,28,Normandie,metro,1056,1,1056
27118,Brosville,27930,27,Eure,28,Normandie,metro,670,1,670
27119,Bueil,27730,27,Eure,28,Normandie,metro,1642,1,1642
27120,Burey,27190,27,Eure,28,Normandie,metro,410,1,410
27123,Caillouet-Orgeville,27120,27,Eure,28,Normandie,metro,490,1,490
27124,Cailly-sur-Eure,27490,27,Eure,28,Normandie,metro,228,1,228
27125,Calleville,27800,27,Eure,28,Normandie,metro,665,1,665
27126,Campigny,27500,27,Eure,28,Normandie,metro,1085,1,1085
27127,Canappeville,27400,27,Eure,28,Normandie,metro,697,1,697
27129,Caorches-Saint-Nicolas,27300,27,Eure,28,Normandie,metro,601,1,601
27130,Capelle-les-Grands,27270,27,Eure,28,Normandie,metro,434,1,434
27132,Caugé,27180,27,Eure,28,Normandie,metro,807,1,807
27133,Caumont,27310,27,Eure,28,Normandie,metro,1149,1,1149
27134,Cauverville-en-Roumois,27350,27,Eure,28,Normandie,metro,210,1,210
27135,Cesseville,27110,27,Eure,28,Normandie,metro,440,1,440
27136,Chaignes,27120,27,Eure,28,Normandie,metro,270,1,270
27137,Chaise-Dieu-du-Theil,27580,27,Eure,28,Normandie,metro,218,1,218
27138,Chamblac,27270,27,Eure,28,Normandie,metro,353,1,353
27139,Chambord,27250,27,Eure,28,Normandie,metro,167,1,167
27140,Chambray,27120,27,Eure,28,Normandie,metro,391,1,391
27141,Champ-Dolent,27190,27,Eure,28,Normandie,metro,63,1,63
27142,Champenard,27600,27,Eure,28,Normandie,metro,294,1,294
27144,Champigny-la-Futelaye,27220,27,Eure,28,Normandie,metro,271,1,271
27146,La Chapelle-Bayvel,27260,27,Eure,28,Normandie,metro,387,1,387
27147,La Chapelle-du-Bois-des-Faulx,27930,27,Eure,28,Normandie,metro,637,1,637
27148,La Chapelle-Gauthier,27270,27,Eure,28,Normandie,metro,406,1,406
27149,La Chapelle-Hareng,27230,27,Eure,28,Normandie,metro,119,1,119
27151,Charleval,27380,27,Eure,28,Normandie,metro,1701,1,1701
27152,Château-sur-Epte,27420,27,Eure,28,Normandie,metro,659,1,659
27153,Chauvincourt-Provemont,27150,27,Eure,28,Normandie,metro,397,1,397
27154,Chavigny-Bailleul,27220,27,Eure,28,Normandie,metro,566,1,566
27155,Chennebrun,27820,27,Eure,28,Normandie,metro,103,1,103
27156,Chéronvilliers,27250,27,Eure,28,Normandie,metro,455,1,455
27157,Marbois,27160,27,Eure,28,Normandie,metro,1320,2,660
27157,Marbois,27240,27,Eure,28,Normandie,metro,1320,2,660
27158,Cierrey,27930,27,Eure,28,Normandie,metro,805,1,805
27161,Claville,27180,27,Eure,28,Normandie,metro,1078,1,1078
27162,Collandres-Quincarnon,27190,27,Eure,28,Normandie,metro,267,1,267
27163,Colletot,27500,27,Eure,28,Normandie,metro,177,1,177
27164,Combon,27170,27,Eure,28,Normandie,metro,823,1,823
27165,Conches-en-Ouche,27190,27,Eure,28,Normandie,metro,4838,1,4838
27167,Condé-sur-Risle,27290,27,Eure,28,Normandie,metro,652,1,652
27168,Connelles,27430,27,Eure,28,Normandie,metro,170,1,170
27169,Conteville,27210,27,Eure,28,Normandie,metro,1038,1,1038
27170,Cormeilles,27260,27,Eure,28,Normandie,metro,1105,1,1105
27171,Le Cormier,27120,27,Eure,28,Normandie,metro,361,1,361
27173,Corneville-la-Fouquetière,27300,27,Eure,28,Normandie,metro,121,1,121
27174,Corneville-sur-Risle,27500,27,Eure,28,Normandie,metro,1379,1,1379
27176,Coudray,27150,27,Eure,28,Normandie,metro,216,1,216
27177,Coudres,27220,27,Eure,28,Normandie,metro,536,1,536
27179,Courbépine,27300,27,Eure,28,Normandie,metro,733,1,733
27180,Courcelles-sur-Seine,27940,27,Eure,28,Normandie,metro,2167,1,2167
27181,Courdemanche,27320,27,Eure,28,Normandie,metro,590,1,590
27182,Courteilles,27130,27,Eure,28,Normandie,metro,179,1,179
27183,La Couture-Boussey,27750,27,Eure,28,Normandie,metro,2295,1,2295
27184,Crasville,27400,27,Eure,28,Normandie,metro,121,1,121
27185,Crestot,27110,27,Eure,28,Normandie,metro,544,1,544
27187,Criquebeuf-la-Campagne,27110,27,Eure,28,Normandie,metro,350,1,350
27188,Criquebeuf-sur-Seine,27340,27,Eure,28,Normandie,metro,1549,1,1549
27189,La Croisille,27190,27,Eure,28,Normandie,metro,405,1,405
27190,Croisy-sur-Eure,27120,27,Eure,28,Normandie,metro,222,1,222
27191,Clef Vallée d'Eure,27490,27,Eure,28,Normandie,metro,2490,1,2490
27192,Crosville-la-Vieille,27110,27,Eure,28,Normandie,metro,613,1,613
27193,Croth,27530,27,Eure,28,Normandie,metro,1416,1,1416
27194,Cuverville,27700,27,Eure,28,Normandie,metro,248,1,248
27196,Les Damps,27340,27,Eure,28,Normandie,metro,1322,1,1322
27198,Mesnils-sur-Iton,27160,27,Eure,28,Normandie,metro,6078,2,3039
